0|iata_code|1|name_rus|2|name_eng|3|city_rus|4|city_eng|5|country_rus|6|latitude|7|longitude
PBN|PBN|Порту-Амбоим|Порту-Амбоим|Porto Amboim|Porto Amboim|Порту-Амбоим|Порту-Амбоим|Porto Amboim|Porto Amboim|Ангола|Ангола|-10.721956|-10.721956|13.765528|13.765528
PBO|PBO|||Paraburdoo|Paraburdoo|||Paraburdoo|Paraburdoo|Австралия|Австралия|-23.171111|-23.171111|117.745278|117.745278
PBP|PBP|||Punta Islita|Punta Islita|||Punta Islita|Punta Islita|Коста-Рика|Коста-Рика|9.856111|9.856111|-85.370833|-85.370833
PBQ|PBQ|||Pimenta Bueno|Pimenta Bueno|||Pimenta Bueno|Pimenta Bueno|Бразилия|Бразилия|-11.641564|-11.641564|-61.179106|-61.179106
PBR|PBR|Пуэрто Барриос|Пуэрто Барриос|Puerto Barrios|Puerto Barrios|Пуэрто Барриос|Пуэрто Барриос|Puerto Barrios|Puerto Barrios|Гватемала|Гватемала|15.730878|15.730878|-88.583767|-88.583767
PBS|PBS|Патонг-Бич|Патонг-Бич|Patong Beach|Patong Beach|Патонг-Бич|Патонг-Бич|Patong Beach|Patong Beach|Таиланд|Таиланд|7.900|7.900|98.283|98.283
PBT|PBT|||Puerto Leda|Puerto Leda|||Puerto Leda|Puerto Leda|Парагвай|Парагвай|-20.716666666667|-20.716666666667|-57.983333333333|-57.983333333333
PBU|PBU|Путао|Путао|Putao|Putao|Путао|Путао|Putao|Putao|Мьянма|Мьянма|27.329922|27.329922|97.426269|97.426269
PBV|PBV|||Porto Dos Gauchos|Porto Dos Gauchos|||Porto Dos Gauchos|Porto Dos Gauchos|Бразилия|Бразилия|56.577353|56.577353|-169.663736|-169.663736
PBW|PBW|Палибело|Палибело|Palibelo|Palibelo|Палибело|Палибело|Palibelo|Palibelo|Гана|Гана|9.5333333333333|9.5333333333333|-0.21666666666667|-0.21666666666667
PBX|PBX|||Porto Alegre Do Norte|Porto Alegre Do Norte|||Porto Alegre Do Norte|Porto Alegre Do Norte|Бразилия|Бразилия|37.561764|37.561764|-82.566389|-82.566389
PBY|PBY|||Hamilton/Proserpine|Hamilton/Proserpine|||Peppers Palm Bay|Peppers Palm Bay|Австралия|Австралия|-35.5|-35.5|148.73333333333|148.73333333333
PBZ|PBZ|Плеттенберг Бей|Плеттенберг Бей|Plettenberg Bay|Plettenberg Bay|Плеттенберг-Бей|Плеттенберг-Бей|Plettenberg Bay|Plettenberg Bay|ЮАР|ЮАР|-34.090279|-34.090279|23.327778|23.327778
PCA|PCA|||Portage Creek|Portage Creek|||Portage Creek|Portage Creek|США|США|58.906485|58.906485|-157.714108|-157.714108
PCB|PCB|Пондок-Кабе|Пондок-Кабе|Pondok Cabe|Pondok Cabe|Джакарта|Джакарта|Jakarta|Jakarta|Индонезия|Индонезия|-6.336964|-6.336964|106.764561|106.764561
PCC|PCC|Пуэрто Рико|Пуэрто Рико|Puerto Rico|Puerto Rico|Пуэрто Рико|Пуэрто Рико|Puerto Rico|Puerto Rico|Колумбия|Колумбия|1.900|1.900|-75.133|-75.133
PCD|PCD|||Municipal|Municipal|||Prairie Du Chien|Prairie Du Chien|США|США|43.019285|43.019285|-91.123733|-91.123733
PCE|PCE|||Painter Creek|Painter Creek|||Painter Creek|Painter Creek|США|США|57.15388888|57.15388888|-157.39694444|-157.39694444
PCG|PCG|Пасо-Кабаллос|Пасо-Кабаллос|Paso Caballos|Paso Caballos|Пасо-Кабаллос|Пасо-Кабаллос|Paso Caballos|Paso Caballos|Гватемала|Гватемала|17.250|17.250|-90.233|-90.233
PCH|PCH|Палачос|Палачос|Palacios|Palacios|Палачос|Палачос|Palacios|Palacios|Гондурас|Гондурас|15.000|15.000|-89.133|-89.133
PCJ|PCJ|||Puerto La Victoria|Puerto La Victoria|||Puerto La Victoria|Puerto La Victoria|Парагвай|Парагвай|-22.333333333333|-22.333333333333|-57.916666666667|-57.916666666667
PCK|PCK|||Porcupine Creek|Porcupine Creek|||Porcupine Creek|Porcupine Creek|США|США|67.237898|67.237898|-150.286061|-150.286061
PCL|PCL|||Captain Rolden International Airport|Captain Rolden International Airport|Пукальпа|Пукальпа|Pucallpa|Pucallpa|Перу|Перу|-8.377939|-8.377939|-74.574297|-74.574297
PCM|PCM|||Playa Del Carmen|Playa Del Carmen|||Playa Del Carmen|Playa Del Carmen|Мексика|Мексика|20.622500|20.622500|-87.082222|-87.082222
PCN|PCN|||Koromiko|Koromiko|Пиктон|Пиктон|Picton|Picton|Новая Зеландия|Новая Зеландия|-41.348333|-41.348333|173.955278|173.955278
PCO|PCO|Пунта-Колораде|Пунта-Колораде|Punta Colorada|Punta Colorada|Пунта-Колораде|Пунта-Колораде|Punta Colorada|Punta Colorada|Мексика|Мексика|23.567|23.567|-109.533|-109.533
PCP|PCP|||Principe|Principe|||Principe|Principe|Сан-Томе и Принсипи|Сан-Томе и Принсипи|1.662936|1.662936|7.411742|7.411742
PCQ|PCQ|||Bounneua|Bounneua|||Phongsaly|Phongsaly|Лаос|Лаос|18.492777777778|18.492777777778|102.41722222222|102.41722222222
PCR|PCR|Пуэрто-Каррено|Пуэрто-Каррено|Puerto Carreno|Puerto Carreno|Пуэрто-Каррено|Пуэрто-Каррено|Puerto Carreno|Puerto Carreno|Колумбия|Колумбия|6.187500|6.187500|-67.496667|-67.496667
PCS|PCS|||Picos|Picos|||Picos|Picos|Бразилия|Бразилия|-7.062061|-7.062061|-41.523719|-41.523719
PCT|PCT|||Princeton|Princeton|||Princeton|Princeton|США|США|40.399083|40.399083|-74.659000|-74.659000
PCU|PCU|||Pearl River County|Pearl River County|||Picayune|Picayune|США|США|30.516666666667|30.516666666667|-89.705555555556|-89.705555555556
PCV|PCV|Пунта-Шивато|Пунта-Шивато|Punta Chivato|Punta Chivato|Пунта-Шивато|Пунта-Шивато|Punta Chivato|Punta Chivato|Мексика|Мексика|27.069167|27.069167|-111.962222|-111.962222
PDA|PDA|Пуэрто-Инирида|Пуэрто-Инирида|Puerto Inirida|Puerto Inirida|Пуэрто-Инирида|Пуэрто-Инирида|Puerto Inirida|Puerto Inirida|Колумбия|Колумбия|3.853531|3.853531|-67.906172|-67.906172
PDB|PDB|||Pedro Bay|Pedro Bay|||Pedro Bay|Pedro Bay|США|США|59.789610|59.789610|-154.123833|-154.123833
PDC|PDC|Муэо|Муэо|Mueo|Mueo|Муэо|Муэо|Mueo|Mueo|Новая Каледония|Новая Каледония|-21.316389|-21.316389|164.999444|164.999444
PDD|PDD|||Ponta de Ouro|Ponta de Ouro|||Ponta de Ouro|Ponta de Ouro|Мозамбик|Мозамбик|-26.183333333333|-26.183333333333|36.966666666667|36.966666666667
PDE|PDE|||Pandie Pandie|Pandie Pandie|||Pandie Pandie|Pandie Pandie|Австралия|Австралия|-26.138056|-26.138056|139.392222|139.392222
PDF|PDF|||Prado|Prado|Прадо|Прадо|Prado|Prado|Бразилия|Бразилия|-17.296750|-17.296750|-39.271222|-39.271222
PDG|PDG|||Minangkabau International Airport|Minangkabau International Airport|Паданг|Паданг|Padang|Padang|Индонезия|Индонезия|-0.874989|-0.874989|100.351881|100.351881
PDI|PDI|Пиндиу|Пиндиу|Pindiu|Pindiu|Пиндиу|Пиндиу|Pindiu|Pindiu|Папуа - Новая Гвинея|Папуа - Новая Гвинея|-6.450|-6.450|147.517|147.517
PDK|PDK|||Dekalb-Peachtree|Dekalb-Peachtree|||Atlanta, GA|Atlanta, GA|США|США|33.876002|33.876002|-84.302030|-84.302030
PDL|PDL|||Nordela|Nordela|||Ponta Delgada|Ponta Delgada|Португалия|Португалия|37.741184|37.741184|-25.697870|-25.697870
PDN|PDN|||Parndana|Parndana|||Parndana|Parndana|Австралия|Австралия|-35.800|-35.800|137.217|137.217
PDO|PDO|Пендопо|Пендопо|Pendopo|Pendopo|Пендопо|Пендопо|Pendopo|Pendopo|Индонезия|Индонезия|-3.286069|-3.286069|103.879600|103.879600
PDP|PDP|||Capitan Corbeta CA Curbelo International Airport|Capitan Corbeta CA Curbelo International Airport|||Maldonado|Maldonado|Уругвай|Уругвай|-34.855139|-34.855139|-55.094278|-55.094278
PDR|PDR|||Municipal|Municipal|Президенти-Дутра|Президенти-Дутра|Presidente Dutra|Presidente Dutra|Эфиопия|Эфиопия|-5.300|-5.300|-44.467|-44.467
PDS|PDS|Пьедрас-Неграс|Пьедрас-Неграс|Piedras Negras|Piedras Negras|Пьедрас-Неграс|Пьедрас-Неграс|Piedras Negras|Piedras Negras|Мексика|Мексика|28.627394|28.627394|-100.535211|-100.535211
PDT|PDT|||Pendleton|Pendleton|||Pendleton|Pendleton|США|США|45.695056|45.695056|-118.841444|-118.841444
PDU|PDU|Пайсанду|Пайсанду|Paysandu|Paysandu|Пайсанду|Пайсанду|Paysandu|Paysandu|Уругвай|Уругвай|-32.363411|-32.363411|-58.062136|-58.062136
PDV|PDV|Пловдив|Пловдив|Plovdiv|Plovdiv|Пловдив|Пловдив|Plovdiv|Plovdiv|Болгария|Болгария|42.067806|42.067806|24.850833|24.850833
PDX|PDX|||Portland International|Portland International|||Portland, Or|Portland, Or|США|США|45.588709|45.588709|-122.596869|-122.596869
PDZ|PDZ|Педерналес|Педерналес|Pedernales|Pedernales|Педерналес|Педерналес|Pedernales|Pedernales|Венесуэла|Венесуэла|9.978717|9.978717|-62.231267|-62.231267
PEA|PEA|||Penneshaw|Penneshaw|||Penneshaw|Penneshaw|Австралия|Австралия|-35.755556|-35.755556|137.964167|137.964167
PEB|PEB|Пебане|Пебане|Pebane|Pebane|Пебане|Пебане|Pebane|Pebane|Мозамбик|Мозамбик|-17.267|-17.267|38.167|38.167
PEC|PEC|||Pelican SPB|Pelican SPB|||Pelican|Pelican|США|США|57.955172|57.955172|-136.236273|-136.236273
PED|PED|Пардубицы|Пардубицы|Pardubice|Pardubice|Пардубицы|Пардубицы|Pardubice|Pardubice|Чехия|Чехия|50.013419|50.013419|15.738647|15.738647
PEE|PEE|Большое Савино|Большое Савино|Bolshoe Savino|Bolshoe Savino|Пермь|Пермь|Perm|Perm|Россия|Россия|57.914517|57.914517|56.021214|56.021214
PEF|PEF|||Peenemuende|Peenemuende|||Peenemuende|Peenemuende|Германия|Германия|54.15|54.15|13.766666666667|13.766666666667
PEG|PEG|||Sant Egidio|Sant Egidio|Перужия|Перужия|Perugia|Perugia|Италия|Италия|43.095906|43.095906|12.513222|12.513222
PEH|PEH|||Pehuajo|Pehuajo|||Pehuajo|Pehuajo|Аргентина|Аргентина|-35.844592|-35.844592|-61.857553|-61.857553
PEI|PEI|||Matecana|Matecana|||Pereira|Pereira|Колумбия|Колумбия|4.812778|4.812778|-75.739444|-75.739444
PEJ|PEJ|||Peschiei|Peschiei|||Peschiei|Peschiei|Италия|Италия|40.594722222222|40.594722222222|17.006666666667|17.006666666667
PEK|PEK|||Beijing Capital Int.|Beijing Capital Int.|Пекин|Пекин|Beijing|Beijing|Китай|Китай|40.073|40.073|116.598|116.598
PEL|PEL|Пеланенг|Пеланенг|Pelaneng|Pelaneng|Пеланенг|Пеланенг|Pelaneng|Pelaneng|Лесото|Лесото|-29.117|-29.117|28.500|28.500
PEM|PEM|Пуэрто Мальдонадо|Пуэрто Мальдонадо|Puerto Maldonado|Puerto Maldonado|Пуэрто Мальдонадо|Пуэрто Мальдонадо|Puerto Maldonado|Puerto Maldonado|Перу|Перу|-12.613611|-12.613611|-69.228611|-69.228611
PEN|PEN|||Penang International|Penang International|Пенанг|Пенанг|Penang|Penang|Малайзия|Малайзия|5.297139|5.297139|100.276864|100.276864
PEP|PEP|||Peppimenarti|Peppimenarti|||Peppimenarti|Peppimenarti|Австралия|Австралия|-14.144167|-14.144167|130.091111|130.091111
PEQ|PEQ|||Pecos City|Pecos City|||Pecos City|Pecos City|США|США|31.382389|31.382389|-103.510722|-103.510722
PER|PER|||Perth International|Perth International|Перт|Перт|Perth|Perth|Австралия|Австралия|-31.940278|-31.940278|115.966944|115.966944
PES|PES|Петрозаводск|Петрозаводск|Petrozavodsk|Petrozavodsk|Петрозаводск|Петрозаводск|Petrozavodsk|Petrozavodsk|Россия|Россия|61.885161|61.885161|34.154744|34.154744
PET|PET|||Federal|Federal|||Pelotas|Pelotas|Бразилия|Бразилия|-31.718353|-31.718353|-52.327689|-52.327689
PEU|PEU|||Puerto Lempira|Puerto Lempira|||Puerto Lempira|Puerto Lempira|Гондурас|Гондурас|15.262247|15.262247|-83.781172|-83.781172
PEW|PEW|Пешавар|Пешавар|Peshawar|Peshawar|Пешавар|Пешавар|Peshawar|Peshawar|Пакистан|Пакистан|33.993911|33.993911|71.514581|71.514581
PEX|PEX|Печора|Печора|Pechora|Pechora|Печора|Печора|Pechora|Pechora|Россия|Россия|65.121111|65.121111|57.130833|57.130833
PEY|PEY|||Penong|Penong|||Penong|Penong|Австралия|Австралия|-31.922500|-31.922500|133.001111|133.001111
PEZ|PEZ|Пенза|Пенза|Penza|Penza|Пенза|Пенза|Penza|Penza|Россия|Россия|53.110556|53.110556|45.021111|45.021111
PFA|PFA|||Paf Warren|Paf Warren|||Paf Warren|Paf Warren|США|США|58.681388888889|58.681388888889|-156.8375|-156.8375
PFB|PFB|||Passo Fundo|Passo Fundo|||Passo Fundo|Passo Fundo|Бразилия|Бразилия|-28.243989|-28.243989|-52.326558|-52.326558
PFC|PFC|||Pacific City State|Pacific City State|||Pacific City, OH|Pacific City, OH|США|США|45.199826|45.199826|-123.962339|-123.962339
PFD|PFD|||Port Frederick|Port Frederick|||Port Frederick|Port Frederick|США|США|57.95|57.95|-135.65|-135.65
PFJ|PFJ|Патрексфьордур|Патрексфьордур|Patreksfjordur|Patreksfjordur|Патрексфьордур|Патрексфьордур|Patreksfjordur|Patreksfjordur|Исландия|Исландия|65.555833|65.555833|-23.965000|-23.965000
PFN|PFN|||Bay County|Bay County|Панама Сити|Панама Сити|Panama City|Panama City|США|США|30.212083|30.212083|-85.682806|-85.682806
PFO|PFO|||International|International|Пафос|Пафос|Paphos|Paphos|Кипр|Кипр|34.718039|34.718039|32.485731|32.485731
PFQ|PFQ|||Parsabad|Parsabad|||Parsabad|Parsabad|Иран|Иран|39.603606|39.603606|47.881500|47.881500
PFR|PFR|Илебо|Илебо|Ilebo|Ilebo|Илебо|Илебо|Ilebo|Ilebo|Демократическая республика Конго|Демократическая республика Конго|-4.317|-4.317|20.600|20.600
PGA|PGA|Паг|Паг|Page|Page|Паг|Паг|Page|Page|США|США|36.926083|36.926083|-111.448361|-111.448361
PGB|PGB|Пангоа|Пангоа|Pangoa|Pangoa|Пангоа|Пангоа|Pangoa|Pangoa|Папуа - Новая Гвинея|Папуа - Новая Гвинея|-7.017|-7.017|141.550|141.550
PGC|PGC|||Grant County|Grant County|Петерсбург|Петерсбург|Petersburg|Petersburg|США|США|38.994939|38.994939|-79.145864|-79.145864
PGD|PGD|||Charlotte County|Charlotte County|Пунта-Горда|Пунта-Горда|Punta Gorda|Punta Gorda|США|США|26.918938|26.918938|-81.990926|-81.990926
PGE|PGE|Егепа|Егепа|Yegepa|Yegepa|Егепа|Егепа|Yegepa|Yegepa|Папуа - Новая Гвинея|Папуа - Новая Гвинея|-7.133|-7.133|146.150|146.150
PGF|PGF|||Llabanere|Llabanere|Перпиньян|Перпиньян|Perpignan|Perpignan|Франция|Франция|42.740833|42.740833|2.869722|2.869722
PGG|PGG|Прогрессо|Прогрессо|Progresso|Progresso|Сао Паоло|Сао Паоло|Sao Paulo|Sao Paulo|Бразилия|Бразилия|-6.950|-6.950|-55.450|-55.450
PGH|PGH|Пантнагар|Пантнагар|Pantnagar|Pantnagar|Пантнагар|Пантнагар|Pantnagar|Pantnagar|Индия|Индия|29.033408|29.033408|79.473744|79.473744
PGI|PGI|||Chitato|Chitato|||Chitato|Chitato|Ангола|Ангола|-7.358888|-7.358888|20.804722|20.804722
PGK|PGK|Пангкалпинанг|Пангкалпинанг|Pangkalpinang|Pangkalpinang|Пангкалпинанг|Пангкалпинанг|Pangkalpinang|Pangkalpinang|Индонезия|Индонезия|-2.162200|-2.162200|106.139064|106.139064
PGL|PGL|||Jackson County|Jackson County|||Pascagoula|Pascagoula|США|США|30.462781|30.462781|-88.529228|-88.529228
PGM|PGM|||Port Graham|Port Graham|||Port Graham|Port Graham|США|США|59.348259|59.348259|-151.831539|-151.831539
PGN|PGN|Пангиа|Пангиа|Pangia|Pangia|Пангиа|Пангиа|Pangia|Pangia|Папуа - Новая Гвинея|Папуа - Новая Гвинея|-6.383|-6.383|144.100|144.100
PGO|PGO|||Stevens Field|Stevens Field|Пагоса Спрингз|Пагоса Спрингз|Pagosa Springs|Pagosa Springs|Китай|Китай|37.286250|37.286250|-107.056000|-107.056000
PGP|PGP|Порто Алегре|Порто Алегре|Porto Alegre|Porto Alegre|Порто Алегре|Порто Алегре|Porto Alegre|Porto Alegre|Сан-Томе и Принсипи|Сан-Томе и Принсипи|0.031|0.031|6.519|6.519
PGR|PGR|||Municipal|Municipal|||Paragould|Paragould|США|США|36.063806|36.063806|-90.509194|-90.509194
PGS|PGS|||Peach Springs|Peach Springs|||Peach Springs|Peach Springs|США|США|35.527000|35.527000|-113.247417|-113.247417
PGV|PGV|||Pitt-Greenville|Pitt-Greenville|||Greenville|Greenville|США|США|35.635250|35.635250|-77.385306|-77.385306
PGX|PGX|||Bassillac|Bassillac|Периге|Периге|Perigueux|Perigueux|Франция|Франция|45.197489|45.197489|0.815217|0.815217
PHA|PHA|Пхань-Ранг|Пхань-Ранг|Phan Rang|Phan Rang|Пхань-Ранг|Пхань-Ранг|Phan Rang|Phan Rang|Вьетнам|Вьетнам|11.633489|11.633489|108.951783|108.951783
PHB|PHB|||Santos Dumont|Santos Dumont|||Parnaiba|Parnaiba|Бразилия|Бразилия|-2.893747|-2.893747|-41.731961|-41.731961
PHC|PHC|||Port Harcourt|Port Harcourt|||Port Harcourt|Port Harcourt|Нигерия|Нигерия|5.015494|5.015494|6.949594|6.949594
PHD|PHD|||Harry Clever|Harry Clever|||New Philadelphia|New Philadelphia|США|США|40.470167|40.470167|-81.419944|-81.419944
PHE|PHE|||Port Hedland|Port Hedland|||Port Hedland|Port Hedland|Австралия|Австралия|-20.377778|-20.377778|118.626389|118.626389
PHF|PHF|||Newport News/williamsb|Newport News/williamsb|||Newport News|Newport News|США|США|37.131889|37.131889|-76.492972|-76.492972
PHG|PHG|||Port Harcourt City|Port Harcourt City|||Port Harcourt|Port Harcourt|Нигерия|Нигерия|39.735804|39.735804|-99.317103|-99.317103
PHH|PHH|Фан Тиет|Фан Тиет|Phan Thiet|Phan Thiet|Пхань-Тхиет|Пхань-Тхиет|Phan Thiet|Phan Thiet|Вьетнам|Вьетнам|10.906389|10.906389|108.069444|108.069444
